massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row228	594.5090077718098	2.9782123068317388	0.0891744102942305	-2.16495572246919	2780
row229	149.1173115292111	4.016660077059436	0.0900065671863902	2.15916659519083	662
row230	218.13847305525601	4.217198410712295	0.0940453813726985	-2.1386433322093703	1592
row231	246.1331817894651	6.711182049198659	0.099046971628667	2.1145963628747704	1889
row232	703.5744416086297	3.412565207735073	0.103154344629616	-2.09521832021542	2844
row233	104.07060181467155	10.220390181092343	0.111428974157402	2.05980174866991	122
row234	145.10529708862302	9.198500943139116	0.113128725168323	2.05129972473922	588
row235	497.3431181907654	6.690229959096878	0.114268083178784	-2.0450315766340603	2699
row236	204.12316850934707	4.373707384973079	0.11698823784305	-2.03280988405846	3779
row237	188.1281914089037	4.394184008851797	0.12035080134005803	-2.01841805325017	1195
row238	189.12342081571882	10.435195653960854	0.121894124969453	2.0108999244304697	1213
row239	733.5568319653707	3.2348017413964665	0.12236815535932198	-2.00704202820595	2868
row240	114.05500411987305	6.711707524579537	0.12236815535932198	-2.0054561713557897	181
row241	304.24814770672765	3.338350094993571	0.127683897561383	-1.98242990398738	2322
row242	128.07060296194894	6.7125565727089045	0.127683897561383	-1.98212556150879	5793
row243	199.1693437937144	3.355414968207912	0.127683897561383	-1.98091975688421	1359
row244	268.1751722063337	3.3842743090302627	0.132261869522361	-1.9632346503516496	2058
row245	214.09088785140239	4.637419113762914	0.13494537304174	-1.95231341941489	1533
row246	286.20105970228036	6.7128518389247676	0.15411824887698802	-1.88970338770569	2225
row247	757.6210243918679	3.3754228403024573	0.155249431640064	-1.88444489116004	2896
row248	730.5934420498935	3.3866545983978464	0.15560005629860096	-1.88152880467278	2857
row249	189.0738882767527	9.953179642057409	0.16056356379298198	-1.86506792745605	1205
row250	158.11763557227889	4.3911913241783065	0.161094380557656	-1.86166037090906	778
row251	704.5778045654297	3.414844959720623	0.16572201382486	-1.84654660713142	2845
row252	144.10200201946756	10.312779165546107	0.16852933220771202	-1.83678835404096	569
row253	132.06189587241724	9.282420448092054	0.16977226959565606	1.83146254189015	411
row254	761.5877621299343	3.202331508325804	0.17076863598713302	-1.82684089219749	2902
row255	597.508512878418	3.002259858849264	0.17112125921258498	-1.82401037426729	4370
row256	184.09693105597245	4.413519423829954	0.17115566774661906	-1.82206494779176	4855
row257	168.12307760160263	6.6964285201343845	0.17272330989353002	1.8159026385896495	922
row258	174.1125615437826	6.7107173143888526	0.17302536507932198	-1.81323272392265	1005
row259	247.09239354626885	9.238474575905522	0.175854299488871	1.8036882301599	3990
row260	244.19077847455003	3.87308355631064	0.176534931795207	-1.79912817402248	1870
row261	316.24815979003904	6.708541543304159	0.176534931795207	-1.798182887249	2385
row262	680.4798230622944	3.0730698108410635	0.180559543302175	1.78558119726568	2834
row263	143.0816130802549	10.331214603677404	0.181312002948102	-1.78176169223874	544
row264	129.06584555203798	10.937779242242613	0.18131908741156105	-1.7799219899218797	3305
row265	182.13882136989284	4.2710857376919735	0.181951438563668	-1.77643416365246	1110
row266	735.5724169756917	3.224308346427846	0.182463827084444	1.77327090523722	2871
row267	746.6043352399554	3.1912716127030603	0.187725742648325	-1.75774472840332	2883
row268	143.10674122401647	4.386058918834824	0.19037846636779696	-1.74913456371623	3390
row269	249.1848550684312	3.4233828864135667	0.193661269307621	-1.73901226595383	1911
row270	138.0429235346177	9.043198524307083	0.194567482332149	-1.73492828785991	487
row271	239.14864931608503	4.382275184523638	0.19715302352329805	-1.7250226993213895	1824
row272	200.1726917521159	3.3625056369136423	0.19715302352329805	-1.72487123527142	1372
row273	131.08155933179353	11.796904426519575	0.19861408406890105	-1.71820244615571	399
row274	246.12364485457138	9.960300246478466	0.19861408406890105	-1.71532057666649	1887
row275	702.562222454999	3.435089910946078	0.19861408406890105	-1.71528517036246	2843
row276	178.07238173811402	9.039378480775728	0.19861408406890105	-1.7140888951636002	1068
row277	226.180166391226	3.892970266829463	0.19941391141681306	-1.7103336966872298	1669
row278	299.25800904231284	3.0500950654717767	0.20469367217684695	-1.69494272960082	2289
row279	111.11682713826498	3.3565924456217613	0.20469367217684695	-1.6938831634599298	166
row280	149.06382762363978	11.764188434727338	0.207156923552159	-1.68617827473393	658
row281	153.06587871752288	6.759419422531649	0.20846247361575	1.6812843697162398	704
row282	218.21148159629416	6.699375115623888	0.21302730021591	-1.66871341984289	1599
row283	91.05829605303312	11.7939896103001	0.213840776867082	-1.6650372122412398	73
row284	195.1228214317644	4.4042217362828895	0.21532199535773006	-1.6598126055249098	1322
row285	134.08116902531805	7.233704548063106	0.22124793590893105	-1.6426409240215	444
